        # num denom aH bH cH sH aMH bMH cMH sMH aPL bPL sPL aE bE sE aL bL sL bestS function min max
l2699 l2664        0.2000       0.2000       0.2000     242.9663    3622.6199       0.9504       0.1570      74.7905    3435.8862       0.2030      78.1637    2883.1311       1.1830     107.1156    3442.0352     716.1152      74.8994      74.7905  MH         0.74         2.17
l2699 l2675        0.2000       0.2000       0.2000     242.9685    3946.2656       0.8849       0.0695      64.6862    3467.7163       0.1856      81.7659    2952.7349       1.1635     135.4149    3474.7998     657.0370      74.9428      64.6862  MH         0.64         2.50
l2700 l2659        0.2000       0.2000       0.2000     242.9679       0.2000       0.2000       0.2000     242.9373    3850.9473       0.1845      73.7975    2894.5195       1.3494      87.5448    3840.0513     642.4748      73.7842      73.7842  LO         0.37         1.15
l2700 l2663     3955.6279       0.9464       0.1848      74.4485       0.2000       0.2000       0.2000     242.9305    3741.9929       0.1474      79.9080    3038.2488       1.2232     132.6203    3742.2097     517.3618      76.6772      74.4485  HO         0.37         1.74
l2700 l2664     3764.1682       0.9647       0.1812      70.5253    3763.5828       0.9652       0.1040      69.8314    3622.9297       0.1513      75.1979    3014.0723       1.1861     126.4104    3628.3606     529.1103      71.8314      69.8314  MH         0.44         2.06
l2700 l2666     4110.8672       0.9082       0.2567      68.0664       0.2000       0.2000       0.2000     242.9327    3731.9268       0.1865      75.0588    2909.4619       1.2774     115.0281    3732.4333     653.2686      71.0172      68.0664  HO         0.44         1.53
l2700 l2667     3635.8530       0.9745       0.1738      68.3392       0.2000       0.2000       0.2000     242.9209    3534.3735       0.1484      69.6509    3017.9812       1.1541     104.5217    3541.8665     519.5463      68.3416      68.3392  HO         0.51         2.29
l2777 l2792     4974.6084       0.7191       0.1073      73.7995    4424.2021       0.8053      -0.4521      76.5845    3524.5127      -0.2153     105.4439    4448.0718       0.8005      77.4508    3532.8530    -776.6668      97.8861      73.7995  HO         0.45         1.49
l2792 l2777     4425.7607       0.8051       0.4524      76.5929    4980.2739       0.7183      -0.1082      73.8128    3524.4983       0.2152     105.3959    2910.6062       1.1986     150.9639    3532.8542     776.6841      97.8879      73.8128  MH         0.67         2.22
l2814 l2792     9670.8818       0.3107       0.5099      86.7324    4512.6323       0.6795      -0.8647      89.1530    3180.2175      -0.2468      78.4119    4592.1177       0.6786      69.7863    3163.0261    -887.4458      75.4817      69.7863  EX         0.39         0.92
l2931 l2958        0.2000       0.2000       0.2000     242.9364    4110.7598       0.9400      -0.1564      65.3349    3885.5684      -0.1257      78.6480    3985.2502       0.9514      75.5187    3875.0242    -442.1793      72.5371      65.3349  MH         0.65         5.14
l2931 l2965     4703.6621       0.8239       0.0385      60.6940    5504.6133       0.7054      -0.4964      62.3704    3936.2466      -0.2618      85.4681    4599.8345       0.8444      62.3769    3924.5413    -928.8368      77.8327      60.6940  HO         0.83         2.14
l2933 l2958        0.2000       0.2000       0.2000     242.9270    3882.1614       0.9425      -0.1818      63.9120    3629.7927      -0.1262      96.0255    4024.1047       0.9115      71.6860    3637.9561    -451.2820      87.0276      63.9120  MH         0.32         3.10
l2954 l2958        0.2000       0.2000       0.2000     242.9258    3789.2832       0.9613      -0.1469      71.7020    3621.3208      -0.1117      93.5477    3953.3728       0.9261      70.7936    3628.3843    -395.7877      85.7828      70.7936  EX         0.30         3.08
l2958 l2931        0.2000       0.2000       0.2000     242.9727    3911.6094       0.9889       0.0987      70.7089    3885.6707       0.1258      78.6641    3133.1323       1.2462     160.2041    3875.1255     442.2828      72.5468      70.7089  MH         0.19         1.55
l2958 l2954     3788.8650       0.9614       0.1468      71.7148       0.2000       0.2000       0.2000     242.9163    3621.3384       0.1117      93.5613    3205.5039       1.1034     186.4597    3628.3777     395.7684      85.7796      71.7148  HO         0.32         3.35
l2958 l2982     3930.9038       0.9536       0.1445      60.0550       0.2000       0.2000       0.2000     242.9262    3742.3787       0.1139      78.5681    3178.0701       1.1561     174.7228    3743.5918     401.2859      71.0861      60.0550  HO         0.24         2.32
l2958 l2989        0.2000       0.2000       0.2000     242.9756       0.2000       0.2000       0.2000     242.9275    3755.6599       0.1224      81.2480    3154.9592       1.1711     172.0555    3755.1172     429.7932      73.8850      73.8850  LO         0.27         2.17
l2965 l2931     5506.1133       0.7052       0.4966      62.3643       0.2000       0.2000       0.2000     242.9389    3936.2224       0.2618      85.4653    2735.2515       1.4527     124.3094    3924.5486     928.8531      77.8338      62.3643  HO         0.47         1.20
l2982 l2958        0.2000       0.2000       0.2000     242.9304    3930.9321       0.9536      -0.1445      60.0556    3742.3777      -0.1139      78.5676    3946.4343       0.9446      65.1183    3743.6150    -401.3201      71.0910      60.0556  MH         0.43         4.16
l2989 l2958        0.2000       0.2000       0.2000     242.9314    3923.6021       0.9581      -0.1501      64.8957    3755.7227      -0.1224      81.2604    3960.8521       0.9410      75.8705    3755.1416    -429.8275      73.8879      64.8957  MH         0.46         3.77
